Latitude (decimal degrees):	47.281
Longitude (decimal degrees):	9.671
Elevation (m):	682
Radiation database:	PVGIS-CMSAF


Slope: 0
Azimuth: 0
Date,Bi,Di,Ri,As,Tamb,W10,Int.
20160927:2255,0.00,0.00,0.00,0.00,12.69,0.89,0
20160927:2355,0.00,0.00,0.00,0.00,12.11,0.80,0
20160928:0055,0.00,0.00,0.00,0.00,11.53,0.70,0
20160928:0155,0.00,0.00,0.00,0.00,10.98,0.73,0
20160928:0255,0.00,0.00,0.00,0.00,10.42,0.75,0
20160928:0355,0.00,0.00,0.00,0.00,9.86,0.77,0
20160928:0455,0.00,0.00,0.00,0.00,9.96,0.77,0
20160928:0555,0.00,36.50,0.00,6.07,10.07,0.76,0
20160928:0655,0.00,92.50,0.00,15.88,10.17,0.76,0
20160928:0755,237.85,128.66,0.00,24.90,13.06,0.83,0
20160928:0855,347.97,151.76,0.00,32.55,15.95,0.90,0
20160928:0955,426.99,165.22,0.00,38.07,18.84,0.97,0
20160928:1055,460.99,170.47,0.00,40.67,19.65,1.09,0
20160928:1155,449.34,168.72,0.00,39.83,20.46,1.22,0
20160928:1255,391.58,159.52,0.00,35.74,21.27,1.35,0
20160928:1355,295.06,141.56,0.00,29.08,21.02,1.51,0
20160928:1455,156.73,123.01,0.00,20.69,20.76,1.67,0
20160928:1555,44.66,73.70,0.00,11.23,20.50,1.83,0
20160928:1655,0.00,4.10,0.00,1.22,19.25,1.99,0
20160928:1755,0.00,0.00,0.00,0.00,18.00,2.15,0
20160928:1855,0.00,0.00,0.00,0.00,16.75,2.30,0
20160928:1955,0.00,0.00,0.00,0.00,15.71,1.95,0
20160928:2055,0.00,0.00,0.00,0.00,14.66,1.60,0
20160928:2155,0.00,0.00,0.00,0.00,13.62,1.24,0
20160928:2255,0.00,0.00,0.00,0.00,13.16,1.24,0
20160928:2355,0.00,0.00,0.00,0.00,12.70,1.23,0
20160929:0055,0.00,0.00,0.00,0.00,12.23,1.23,0
20160929:0155,0.00,0.00,0.00,0.00,11.92,1.32,0
20160929:0255,0.00,0.00,0.00,0.00,11.61,1.42,0
20160929:0355,0.00,0.00,0.00,0.00,11.30,1.52,0
20160929:0455,0.00,0.00,0.00,0.00,11.64,1.66,0
20160929:0555,0.00,34.65,0.00,5.84,11.99,1.79,0
20160929:0655,0.00,90.95,0.00,15.63,12.33,1.93,0
20160929:0755,208.14,139.86,0.00,24.62,15.19,2.11,0
20160929:0855,340.27,150.56,0.00,32.24,18.04,2.29,0
20160929:0955,418.39,164.07,0.00,37.72,20.90,2.47,0
20160929:1055,452.99,169.52,0.00,40.28,21.73,2.49,0
20160929:1155,441.19,167.72,0.00,39.43,22.55,2.51,0
20160929:1255,383.63,158.37,0.00,35.34,23.38,2.54,0
20160929:1355,288.16,140.31,0.00,28.71,23.10,2.45,0
20160929:1455,171.04,111.16,0.00,20.33,22.81,2.36,0
20160929:1555,57.61,65.95,0.00,10.88,22.52,2.28,0
20160929:1655,0.00,0.00,0.00,0.00,21.01,2.33,0
20160929:1755,0.00,0.00,0.00,0.00,19.49,2.38,0
20160929:1855,0.00,0.00,0.00,0.00,17.98,2.43,0
20160929:1955,0.00,0.00,0.00,0.00,16.95,2.36,0
20160929:2055,0.00,0.00,0.00,0.00,15.92,2.29,0
20160929:2155,0.00,0.00,0.00,0.00,14.89,2.22,0
20160929:2255,0.00,0.00,0.00,0.00,14.51,2.09,0
20160929:2355,0.00,0.00,0.00,0.00,14.13,1.96,0
20160930:0055,0.00,0.00,0.00,0.00,13.74,1.83,0
20160930:0155,0.00,0.00,0.00,0.00,13.40,1.80,0
20160930:0255,0.00,0.00,0.00,0.00,13.05,1.77,0
20160930:0355,0.00,0.00,0.00,0.00,12.71,1.74,0
20160930:0455,0.00,0.00,0.00,0.00,12.71,1.78,0
20160930:0555,0.00,33.10,0.00,5.61,12.72,1.83,0
20160930:0655,0.00,90.00,0.00,15.38,12.72,1.88,0
20160930:0755,229.35,126.71,0.00,24.35,15.16,1.99,0
20160930:0855,338.07,150.11,0.00,31.93,17.60,2.10,0
20160930:0955,416.09,163.62,0.00,37.37,20.05,2.21,0
20160930:1055,451.39,169.12,0.00,39.90,20.65,2.29,0
20160930:1155,439.29,167.27,0.00,39.04,21.26,2.38,0
20160930:1255,381.33,157.82,0.00,34.95,21.86,2.47,0
20160930:1355,284.81,139.46,0.00,28.33,21.62,2.34,0
20160930:1455,167.69,110.01,0.00,19.97,21.38,2.21,0
20160930:1555,40.01,68.80,0.00,10.53,21.13,2.08,0
20160930:1655,0.00,0.00,0.00,0.00,20.22,1.93,0
20160930:1755,0.00,0.00,0.00,0.00,19.30,1.78,0
20160930:1855,0.00,0.00,0.00,0.00,18.38,1.63,0
20160930:1955,0.00,0.00,0.00,0.00,17.12,1.51,0
20160930:2055,0.00,0.00,0.00,0.00,15.86,1.40,0
20160930:2155,0.00,0.00,0.00,0.00,14.60,1.28,0
20160930:2255,0.00,0.00,0.00,0.00,14.35,1.44,0
20160930:2355,0.00,0.00,0.00,0.00,14.10,1.60,0
20161001:0055,0.00,0.00,0.00,0.00,13.85,1.75,0
20161001:0155,0.00,0.00,0.00,0.00,14.21,1.92,0
20161001:0255,0.00,0.00,0.00,0.00,14.56,2.09,0
20161001:0355,0.00,0.00,0.00,0.00,14.91,2.26,0
20161001:0455,0.00,0.00,0.00,0.00,14.87,2.29,0
20161001:0555,0.00,31.10,0.00,5.37,14.83,2.33,0
20161001:0655,0.00,82.95,0.00,15.13,14.79,2.36,0
20161001:0755,112.53,174.06,0.00,24.07,16.29,2.65,0
20161001:0855,139.08,237.06,0.00,31.62,17.79,2.94,0
20161001:0955,377.78,178.32,0.00,37.02,19.28,3.23,0
20161001:1055,407.09,185.57,0.00,39.52,19.71,3.19,0
20161001:1155,29.41,279.75,0.00,38.64,20.14,3.14,0
20161001:1255,52.86,265.70,0.00,34.56,20.57,3.10,0
20161001:1355,49.61,212.10,0.00,27.95,19.95,2.57,0
20161001:1455,0.50,90.50,0.00,19.61,19.33,2.04,0
20161001:1555,0.00,18.65,0.00,10.18,18.71,1.50,0
20161001:1655,0.00,0.00,0.00,0.00,17.73,1.23,0
20161001:1755,0.00,0.00,0.00,0.00,16.75,0.96,0
20161001:1855,0.00,0.00,0.00,0.00,15.77,0.69,0
20161001:1955,0.00,0.00,0.00,0.00,15.06,0.84,0
20161001:2055,0.00,0.00,0.00,0.00,14.34,0.99,0
20161001:2155,0.00,0.00,0.00,0.00,13.63,1.14,0
20161001:2255,0.00,0.00,0.00,0.00,13.34,1.16,0
20161001:2355,0.00,0.00,0.00,0.00,13.05,1.17,0
20161002:0055,0.00,0.00,0.00,0.00,12.76,1.19,0
20161002:0155,0.00,0.00,0.00,0.00,13.24,1.08,0
20161002:0255,0.00,0.00,0.00,0.00,13.71,0.97,0
20161002:0355,0.00,0.00,0.00,0.00,14.18,0.86,0
20161002:0455,0.00,0.00,0.00,0.00,13.88,0.95,0
20161002:0555,0.00,29.20,0.00,5.14,13.58,1.05,0
20161002:0655,0.00,43.85,0.00,14.88,13.28,1.14,0
20161002:0755,0.15,105.35,0.00,23.79,14.26,1.47,0
20161002:0855,0.00,20.35,0.00,31.30,15.24,1.80,0
20161002:0955,0.00,76.25,0.00,36.67,16.22,2.12,0
20161002:1055,0.00,141.25,0.00,39.13,16.17,2.34,0
20161002:1155,0.00,65.15,0.00,38.24,16.12,2.57,0
20161002:1255,0.00,40.65,0.00,34.17,16.08,2.79,0
20161002:1355,0.00,45.40,0.00,27.58,15.60,2.56,0
20161002:1455,0.00,10.40,0.00,19.25,15.12,2.34,0
20161002:1555,0.00,4.10,0.00,9.84,14.65,2.11,0
20161002:1655,0.00,0.00,0.00,0.00,13.73,2.16,0
20161002:1755,0.00,0.00,0.00,0.00,12.81,2.20,0
20161002:1855,0.00,0.00,0.00,0.00,11.89,2.25,0
20161002:1955,0.00,0.00,0.00,0.00,11.19,2.14,0
20161002:2055,0.00,0.00,0.00,0.00,10.49,2.04,0
20161002:2155,0.00,0.00,0.00,0.00,9.79,1.93,0
20161002:2255,0.00,0.00,0.00,0.00,9.60,1.64,0
20161002:2355,0.00,0.00,0.00,0.00,9.42,1.34,0
20161003:0055,0.00,0.00,0.00,0.00,9.23,1.05,0
20161003:0155,0.00,0.00,0.00,0.00,8.82,1.00,0
20161003:0255,0.00,0.00,0.00,0.00,8.40,0.95,0
20161003:0355,0.00,0.00,0.00,0.00,7.98,0.90,0
20161003:0455,0.00,0.00,0.00,0.00,7.72,0.95,0
20161003:0555,0.00,11.25,0.00,4.90,7.46,1.00,0
20161003:0655,0.00,21.45,0.00,14.63,7.19,1.05,0
20161003:0755,0.15,108.35,0.00,23.51,8.84,1.47,0
20161003:0855,11.25,209.25,0.00,30.99,10.49,1.89,0
20161003:0955,40.51,279.25,0.00,36.32,12.13,2.32,0
20161003:1055,49.61,302.15,0.00,38.75,12.96,2.46,0
20161003:1155,251.85,260.27,0.00,37.85,13.79,2.59,0
20161003:1255,32.01,255.65,0.00,33.78,14.63,2.73,0
20161003:1355,195.49,178.01,0.00,27.20,14.81,2.75,0
20161003:1455,128.88,120.06,0.00,18.89,14.99,2.77,0
20161003:1555,36.81,61.50,0.00,9.49,15.18,2.79,0
20161003:1655,0.00,0.00,0.00,0.00,14.03,2.28,0
20161003:1755,0.00,0.00,0.00,0.00,12.89,1.77,0
20161003:1855,0.00,0.00,0.00,0.00,11.75,1.26,0
20161003:1955,0.00,0.00,0.00,0.00,11.27,1.31,0
20161003:2055,0.00,0.00,0.00,0.00,10.78,1.37,0
20161003:2155,0.00,0.00,0.00,0.00,10.30,1.43,0
20161003:2255,0.00,0.00,0.00,0.00,10.26,1.32,0
20161003:2355,0.00,0.00,0.00,0.00,10.22,1.20,0
20161004:0055,0.00,0.00,0.00,0.00,10.17,1.09,0
20161004:0155,0.00,0.00,0.00,0.00,9.99,1.07,0
20161004:0255,0.00,0.00,0.00,0.00,9.80,1.04,0
20161004:0355,0.00,0.00,0.00,0.00,9.61,1.02,0
20161004:0455,0.00,0.00,0.00,0.00,9.61,1.12,0
20161004:0555,0.00,26.30,0.00,4.67,9.61,1.21,0
20161004:0655,0.00,103.25,0.00,14.37,9.60,1.31,0
20161004:0755,209.90,126.26,0.00,23.24,10.66,1.55,0
20161004:0855,315.67,151.22,0.00,30.67,11.72,1.80,0
20161004:0955,373.03,176.42,0.00,35.97,12.78,2.04,0
20161004:1055,403.04,181.82,0.00,38.37,13.75,2.33,0
20161004:1155,124.83,294.56,0.00,37.45,14.72,2.61,0
20161004:1255,165.64,248.01,0.00,33.39,15.69,2.90,0
20161004:1355,113.63,201.36,0.00,26.83,15.36,3.04,0
20161004:1455,1.15,93.55,0.00,18.53,15.03,3.18,0
20161004:1555,14.95,58.50,0.00,9.15,14.71,3.32,0
20161004:1655,0.00,0.00,0.00,0.00,13.82,2.94,0
20161004:1755,0.00,0.00,0.00,0.00,12.93,2.55,0
20161004:1855,0.00,0.00,0.00,0.00,12.05,2.17,0
20161004:1955,0.00,0.00,0.00,0.00,11.55,2.11,0
20161004:2055,0.00,0.00,0.00,0.00,11.06,2.05,0
20161004:2155,0.00,0.00,0.00,0.00,10.56,1.99,0
20161004:2255,0.00,0.00,0.00,0.00,10.59,1.93,0
20161004:2355,0.00,0.00,0.00,0.00,10.62,1.87,0
20161005:0055,0.00,0.00,0.00,0.00,10.64,1.81,0
20161005:0155,0.00,0.00,0.00,0.00,10.65,1.85,0
20161005:0255,0.00,0.00,0.00,0.00,10.65,1.90,0
20161005:0355,0.00,0.00,0.00,0.00,10.65,1.94,0
20161005:0455,0.00,0.00,0.00,0.00,10.27,1.94,0
20161005:0555,0.00,25.30,0.00,4.43,9.89,1.94,0
20161005:0655,0.00,86.60,0.00,14.12,9.50,1.94,0
20161005:0755,24.76,173.70,0.00,22.96,10.48,1.97,0
20161005:0855,0.75,160.20,0.00,30.36,11.46,1.99,0
20161005:0955,0.55,184.80,0.00,35.61,12.44,2.01,0
20161005:1055,23.51,279.25,0.00,37.99,12.96,2.40,0
20161005:1155,22.56,271.80,0.00,37.06,13.48,2.80,0
20161005:1255,184.59,245.96,0.00,33.00,14.00,3.19,0
20161005:1355,81.37,211.96,0.00,26.46,13.39,3.26,0
20161005:1455,33.06,138.15,0.00,18.18,12.78,3.33,0
20161005:1555,0.00,12.75,0.00,8.81,12.17,3.41,0
20161005:1655,0.00,0.00,0.00,0.00,10.96,3.07,0
20161005:1755,0.00,0.00,0.00,0.00,9.76,2.73,0
20161005:1855,0.00,0.00,0.00,0.00,8.56,2.39,0
20161005:1955,0.00,0.00,0.00,0.00,7.83,1.99,0
20161005:2055,0.00,0.00,0.00,0.00,7.09,1.59,0
20161005:2155,0.00,0.00,0.00,0.00,6.36,1.19,0
20161005:2255,0.00,0.00,0.00,0.00,6.11,1.12,0
20161005:2355,0.00,0.00,0.00,0.00,5.87,1.06,0
20161006:0055,0.00,0.00,0.00,0.00,5.62,0.99,0
20161006:0155,0.00,0.00,0.00,0.00,5.47,1.04,0
20161006:0255,0.00,0.00,0.00,0.00,5.31,1.09,0
20161006:0355,0.00,0.00,0.00,0.00,5.15,1.13,0
20161006:0455,0.00,0.00,0.00,0.00,5.06,1.03,0
20161006:0555,0.00,20.80,0.00,4.19,4.96,0.93,0
20161006:0655,0.00,93.60,0.00,13.87,4.86,0.83,0
20161006:0755,144.84,151.81,0.00,22.67,6.74,0.99,0
20161006:0855,292.72,157.07,0.00,30.04,8.62,1.15,0
20161006:0955,381.29,163.97,0.00,35.26,10.49,1.31,0
20161006:1055,395.34,180.57,0.00,37.61,11.59,1.48,0
20161006:1155,121.78,290.21,0.00,36.67,12.68,1.64,0
20161006:1255,291.42,185.37,0.00,32.62,13.78,1.81,0
20161006:1355,248.31,136.41,0.00,26.09,13.71,1.90,0
20161006:1455,136.09,103.56,0.00,17.83,13.64,2.00,0
20161006:1555,34.26,52.45,0.00,8.47,13.58,2.10,0
20161006:1655,0.00,0.00,0.00,0.00,12.94,2.01,0
20161006:1755,0.00,0.00,0.00,0.00,12.30,1.93,0
20161006:1855,0.00,0.00,0.00,0.00,11.67,1.85,0
20161006:1955,0.00,0.00,0.00,0.00,10.40,1.76,0
20161006:2055,0.00,0.00,0.00,0.00,9.12,1.67,0
20161006:2155,0.00,0.00,0.00,0.00,7.85,1.59,0
20161006:2255,0.00,0.00,0.00,0.00,7.51,1.42,0
20161006:2355,0.00,0.00,0.00,0.00,7.18,1.25,0
20161007:0055,0.00,0.00,0.00,0.00,6.84,1.08,0
20161007:0155,0.00,0.00,0.00,0.00,6.60,0.99,0
20161007:0255,0.00,0.00,0.00,0.00,6.36,0.90,0
20161007:0355,0.00,0.00,0.00,0.00,6.12,0.81,0
20161007:0455,0.00,0.00,0.00,0.00,5.96,0.72,0
20161007:0555,0.00,21.05,0.00,3.95,5.79,0.63,0
20161007:0655,0.00,82.30,0.00,13.61,5.62,0.54,0
20161007:0755,3.35,129.70,0.00,22.39,7.83,0.76,0
20161007:0855,179.29,208.06,0.00,29.73,10.04,0.99,0
20161007:0955,192.09,253.31,0.00,34.91,12.25,1.21,0
20161007:1055,407.39,168.72,0.00,37.23,13.18,1.28,0
20161007:1155,393.94,166.37,0.00,36.28,14.10,1.35,0
20161007:1255,336.13,155.67,0.00,32.23,15.03,1.42,0
20161007:1355,220.85,147.71,0.00,25.72,14.70,1.73,0
20161007:1455,38.41,129.65,0.00,17.47,14.38,2.05,0
20161007:1555,31.76,50.35,0.00,8.13,14.06,2.36,0
20161007:1655,0.00,0.00,0.00,0.00,13.13,1.97,0
20161007:1755,0.00,0.00,0.00,0.00,12.20,1.59,0
20161007:1855,0.00,0.00,0.00,0.00,11.27,1.20,0
20161007:1955,0.00,0.00,0.00,0.00,10.67,1.04,0
20161007:2055,0.00,0.00,0.00,0.00,10.06,0.89,0
20161007:2155,0.00,0.00,0.00,0.00,9.46,0.73,0
20161007:2255,0.00,0.00,0.00,0.00,9.20,0.70,0
20161007:2355,0.00,0.00,0.00,0.00,8.94,0.68,0
20161008:0055,0.00,0.00,0.00,0.00,8.67,0.65,0
20161008:0155,0.00,0.00,0.00,0.00,8.93,0.72,0
20161008:0255,0.00,0.00,0.00,0.00,9.18,0.79,0
20161008:0355,0.00,0.00,0.00,0.00,9.43,0.86,0
20161008:0455,0.00,0.00,0.00,0.00,9.31,1.06,0
20161008:0555,0.00,1.55,0.00,3.71,9.19,1.26,0
20161008:0655,0.00,21.35,0.00,13.35,9.06,1.46,0
20161008:0755,0.00,67.70,0.00,22.11,9.93,1.53,0
20161008:0855,0.00,70.60,0.00,29.41,10.79,1.59,0
20161008:0955,0.00,118.85,0.00,34.56,11.65,1.66,0
20161008:1055,0.25,178.10,0.00,36.85,12.04,1.89,0
20161008:1155,0.00,24.90,0.00,35.89,12.42,2.11,0
20161008:1255,0.00,128.40,0.00,31.85,12.81,2.34,0
20161008:1355,0.00,15.50,0.00,25.35,12.48,2.52,0
20161008:1455,0.00,8.90,0.00,17.13,12.15,2.70,0
20161008:1555,0.00,24.20,0.00,7.79,11.83,2.88,0
20161008:1655,0.00,0.00,0.00,0.00,11.02,2.48,0
20161008:1755,0.00,0.00,0.00,0.00,10.21,2.08,0
20161008:1855,0.00,0.00,0.00,0.00,9.40,1.68,0
20161008:1955,0.00,0.00,0.00,0.00,8.64,1.44,0
20161008:2055,0.00,0.00,0.00,0.00,7.89,1.20,0
20161008:2155,0.00,0.00,0.00,0.00,7.13,0.97,0
20161008:2255,0.00,0.00,0.00,0.00,7.12,1.04,0
20161008:2355,0.00,0.00,0.00,0.00,7.12,1.12,0
20161009:0055,0.00,0.00,0.00,0.00,7.11,1.20,0
20161009:0155,0.00,0.00,0.00,0.00,7.21,1.22,0
20161009:0255,0.00,0.00,0.00,0.00,7.30,1.24,0
20161009:0355,0.00,0.00,0.00,0.00,7.39,1.26,0
20161009:0455,0.00,0.00,0.00,0.00,7.29,1.19,0
20161009:0555,0.00,15.90,0.00,3.47,7.19,1.12,0
20161009:0655,0.00,60.95,0.00,13.10,7.08,1.05,0
20161009:0755,54.66,170.35,0.00,21.83,7.92,1.07,0
20161009:0855,298.47,147.42,0.00,29.09,8.76,1.09,0
20161009:0955,209.65,245.62,0.00,34.21,9.59,1.12,0
20161009:1055,385.04,178.42,0.00,36.47,10.34,1.26,0
20161009:1155,36.21,271.90,0.00,35.50,11.08,1.41,0
20161009:1255,0.00,105.85,0.00,31.47,11.83,1.56,0
20161009:1355,0.00,86.70,0.00,24.99,11.66,1.97,0
20161009:1455,0.00,59.75,0.00,16.78,11.49,2.39,0
20161009:1555,0.00,3.15,0.00,7.46,11.32,2.80,0
20161009:1655,0.00,0.00,0.00,0.00,10.44,2.59,0
20161009:1755,0.00,0.00,0.00,0.00,9.57,2.38,0
20161009:1855,0.00,0.00,0.00,0.00,8.70,2.17,0
20161009:1955,0.00,0.00,0.00,0.00,8.01,1.90,0
20161009:2055,0.00,0.00,0.00,0.00,7.33,1.63,0
20161009:2155,0.00,0.00,0.00,0.00,6.64,1.37,0
20161009:2255,0.00,0.00,0.00,0.00,6.47,1.31,0
20161009:2355,0.00,0.00,0.00,0.00,6.31,1.26,0
20161010:0055,0.00,0.00,0.00,0.00,6.14,1.20,0
20161010:0155,0.00,0.00,0.00,0.00,5.88,1.31,0
20161010:0255,0.00,0.00,0.00,0.00,5.61,1.41,0
20161010:0355,0.00,0.00,0.00,0.00,5.34,1.52,0
20161010:0455,0.00,0.00,0.00,0.00,5.55,1.42,0
20161010:0555,0.00,13.75,0.00,3.23,5.76,1.31,0
20161010:0655,0.00,90.60,0.00,12.84,5.97,1.21,0
20161010:0755,54.11,168.35,0.00,21.54,7.16,1.37,0
20161010:0855,24.56,215.40,0.00,28.78,8.34,1.54,0
20161010:0955,60.26,272.01,0.00,33.85,9.52,1.70,0
20161010:1055,137.13,287.21,0.00,36.09,10.04,1.98,0
20161010:1155,6.65,223.75,0.00,35.12,10.56,2.26,0
20161010:1255,4.70,191.85,0.00,31.09,11.08,2.54,0
20161010:1355,92.37,191.46,0.00,24.63,10.97,2.48,0
20161010:1455,71.57,118.11,0.00,16.43,10.86,2.43,0
20161010:1555,31.56,42.60,0.00,7.13,10.75,2.37,0
20161010:1655,0.00,0.00,0.00,0.00,9.92,2.10,0
20161010:1755,0.00,0.00,0.00,0.00,9.09,1.82,0
20161010:1855,0.00,0.00,0.00,0.00,8.27,1.54,0
20161010:1955,0.00,0.00,0.00,0.00,7.68,1.39,0
20161010:2055,0.00,0.00,0.00,0.00,7.10,1.23,0
20161010:2155,0.00,0.00,0.00,0.00,6.51,1.08,0
20161010:2255,0.00,0.00,0.00,0.00,6.32,1.00,0
20161010:2355,0.00,0.00,0.00,0.00,6.13,0.93,0
20161011:0055,0.00,0.00,0.00,0.00,5.93,0.86,0
20161011:0155,0.00,0.00,0.00,0.00,5.62,0.86,0
20161011:0255,0.00,0.00,0.00,0.00,5.31,0.86,0
20161011:0355,0.00,0.00,0.00,0.00,4.99,0.87,0
20161011:0455,0.00,0.00,0.00,0.00,5.14,1.09,0
20161011:0555,0.00,8.30,0.00,2.99,5.29,1.31,0
20161011:0655,0.00,58.50,0.00,12.58,5.43,1.53,0
20161011:0755,10.00,143.75,0.00,21.26,6.63,1.71,0
20161011:0855,1.45,156.90,0.00,28.46,7.82,1.90,0
20161011:0955,24.76,249.65,0.00,33.50,9.01,2.08,0
20161011:1055,8.00,233.30,0.00,35.72,9.55,2.34,0
20161011:1155,0.25,172.10,0.00,34.73,10.08,2.60,0
20161011:1255,0.00,70.20,0.00,30.72,10.62,2.86,0
20161011:1355,1.35,131.95,0.00,24.27,10.42,2.95,0
20161011:1455,0.00,8.25,0.00,16.09,10.22,3.05,0
20161011:1555,12.61,42.50,0.00,6.80,10.03,3.14,0
20161011:1655,0.00,0.00,0.00,0.00,9.06,2.76,0
20161011:1755,0.00,0.00,0.00,0.00,8.09,2.38,0
20161011:1855,0.00,0.00,0.00,0.00,7.12,2.00,0
20161011:1955,0.00,0.00,0.00,0.00,6.40,1.77,0
20161011:2055,0.00,0.00,0.00,0.00,5.69,1.55,0
20161011:2155,0.00,0.00,0.00,0.00,4.97,1.32,0
20161011:2255,0.00,0.00,0.00,0.00,5.08,1.14,0
20161011:2355,0.00,0.00,0.00,0.00,5.19,0.96,0
20161012:0055,0.00,0.00,0.00,0.00,5.30,0.77,0
20161012:0155,0.00,0.00,0.00,0.00,5.29,0.88,0
20161012:0255,0.00,0.00,0.00,0.00,5.28,0.99,0
20161012:0355,0.00,0.00,0.00,0.00,5.26,1.10,0
20161012:0455,0.00,0.00,0.00,0.00,5.05,0.97,0
20161012:0555,0.00,12.90,0.00,2.75,4.84,0.83,0
20161012:0655,0.00,84.25,0.00,12.32,4.62,0.69,0
20161012:0755,185.55,118.86,0.00,20.97,6.03,0.86,0
20161012:0855,269.82,155.27,0.00,28.14,7.43,1.04,0
20161012:0955,345.99,169.12,0.00,33.15,8.83,1.21,0
20161012:1055,375.59,175.92,0.00,35.34,9.80,1.26,0
20161012:1155,336.58,187.07,0.00,34.35,10.77,1.30,0
20161012:1255,307.98,158.52,0.00,30.34,11.74,1.34,0
20161012:1355,202.55,142.36,0.00,23.91,11.92,1.36,0
20161012:1455,89.53,106.21,0.00,15.75,12.10,1.38,0
20161012:1555,21.36,39.80,0.00,6.47,12.28,1.41,0
20161012:1655,0.00,0.00,0.00,0.00,10.84,1.64,0
20161012:1755,0.00,0.00,0.00,0.00,9.40,1.87,0
20161012:1855,0.00,0.00,0.00,0.00,7.97,2.10,0
20161012:1955,0.00,0.00,0.00,0.00,6.96,2.06,0
20161012:2055,0.00,0.00,0.00,0.00,5.96,2.01,0
20161012:2155,0.00,0.00,0.00,0.00,4.95,1.97,0
20161012:2255,0.00,0.00,0.00,0.00,5.01,1.88,0
20161012:2355,0.00,0.00,0.00,0.00,5.07,1.79,0
20161013:0055,0.00,0.00,0.00,0.00,5.13,1.70,0
20161013:0155,0.00,0.00,0.00,0.00,5.04,1.79,0
20161013:0255,0.00,0.00,0.00,0.00,4.95,1.89,0
20161013:0355,0.00,0.00,0.00,0.00,4.85,1.99,0
20161013:0455,0.00,0.00,0.00,0.00,5.00,2.11,0
20161013:0555,0.00,7.25,0.00,2.51,5.14,2.24,0
20161013:0655,0.00,63.05,0.00,12.06,5.28,2.37,0
20161013:0755,13.45,143.45,0.00,20.69,7.55,2.70,0
20161013:0855,31.41,211.90,0.00,27.82,9.82,3.03,0
20161013:0955,74.92,263.61,0.00,32.80,12.09,3.37,0
20161013:1055,128.33,273.61,0.00,34.97,13.24,3.60,0
20161013:1155,39.66,259.80,0.00,33.97,14.39,3.84,0
20161013:1255,49.81,233.75,0.00,29.97,15.55,4.08,0
20161013:1355,52.96,181.25,0.00,23.56,14.93,3.75,0
20161013:1455,4.05,89.10,0.00,15.42,14.31,3.42,0
20161013:1555,4.85,33.45,0.00,6.15,13.69,3.09,0
20161013:1655,0.00,0.00,0.00,0.00,12.69,3.24,0
20161013:1755,0.00,0.00,0.00,0.00,11.69,3.39,0
20161013:1855,0.00,0.00,0.00,0.00,10.69,3.54,0
20161013:1955,0.00,0.00,0.00,0.00,10.27,3.85,0
20161013:2055,0.00,0.00,0.00,0.00,9.86,4.15,0
20161013:2155,0.00,0.00,0.00,0.00,9.44,4.46,0
20161013:2255,0.00,0.00,0.00,0.00,9.73,4.40,0
20161013:2355,0.00,0.00,0.00,0.00,10.02,4.35,0
20161014:0055,0.00,0.00,0.00,0.00,10.30,4.30,0
20161014:0155,0.00,0.00,0.00,0.00,10.19,4.31,0
20161014:0255,0.00,0.00,0.00,0.00,10.08,4.32,0
20161014:0355,0.00,0.00,0.00,0.00,9.97,4.33,0
20161014:0455,0.00,0.00,0.00,0.00,10.35,4.39,0
20161014:0555,0.00,9.25,0.00,2.26,10.73,4.44,0
20161014:0655,0.00,21.00,0.00,11.80,11.11,4.50,0
20161014:0755,0.00,51.80,0.00,20.40,12.89,4.81,0
20161014:0855,0.15,126.55,0.00,27.51,14.66,5.13,0
20161014:0955,72.77,254.61,0.00,32.45,16.43,5.45,0
20161014:1055,1.60,185.30,0.00,34.60,17.49,5.15,0
20161014:1155,0.00,136.35,0.00,33.59,18.54,4.86,0
20161014:1255,73.62,229.81,0.00,29.60,19.60,4.57,0
20161014:1355,2.35,127.20,0.00,23.21,18.74,3.93,0
20161014:1455,4.45,86.35,0.00,15.08,17.89,3.30,0
20161014:1555,0.00,2.40,0.00,5.83,17.04,2.66,0
20161014:1655,0.00,0.00,0.00,0.00,16.36,2.79,0
20161014:1755,0.00,0.00,0.00,0.00,15.69,2.91,0
20161014:1855,0.00,0.00,0.00,0.00,15.02,3.03,0
20161014:1955,0.00,0.00,0.00,0.00,14.41,2.67,0
20161014:2055,0.00,0.00,0.00,0.00,13.80,2.31,0
20161014:2155,0.00,0.00,0.00,0.00,13.19,1.94,0
20161014:2255,0.00,0.00,0.00,0.00,12.99,1.75,0
20161014:2355,0.00,0.00,0.00,0.00,12.80,1.55,0
20161015:0055,0.00,0.00,0.00,0.00,12.60,1.35,0
20161015:0155,0.00,0.00,0.00,0.00,12.32,1.55,0
20161015:0255,0.00,0.00,0.00,0.00,12.04,1.76,0
20161015:0355,0.00,0.00,0.00,0.00,11.76,1.96,0
20161015:0455,0.00,0.00,0.00,0.00,11.76,1.80,0
20161015:0555,0.00,0.80,0.00,2.02,11.76,1.65,0
20161015:0655,0.00,71.30,0.00,11.54,11.76,1.49,0
20161015:0755,0.40,93.55,0.00,20.11,13.10,1.44,0
20161015:0855,2.50,152.65,0.00,27.19,14.44,1.39,0
20161015:0955,8.10,204.90,0.00,32.11,15.77,1.34,0
20161015:1055,11.65,227.25,0.00,34.23,16.20,1.42,0
