Latitude (decimal degrees):	47.281
Longitude (decimal degrees):	9.671
Elevation (m):	682
Radiation database:	PVGIS-CMSAF


Slope: 0
Azimuth: 0
Date,Bi,Di,Ri,As,Tamb,W10,Int.
20161015:1155,13.05,223.95,0.00,33.22,16.63,1.49,0
20161015:1255,138.89,157.61,0.00,29.24,17.06,1.57,1
20161015:1355,87.78,127.86,0.00,22.86,17.17,1.50,1
20161015:1455,38.16,76.20,0.00,14.75,17.29,1.43,1
20161015:1555,10.11,21.29,0.00,5.52,17.41,1.37,1
20161015:1655,0.00,0.00,0.00,0.00,16.70,1.48,0
20161015:1755,0.00,0.00,0.00,0.00,15.99,1.60,0
20161015:1855,0.00,0.00,0.00,0.00,15.29,1.71,0
20161015:1955,0.00,0.00,0.00,0.00,13.81,1.45,0
20161015:2055,0.00,0.00,0.00,0.00,12.32,1.19,0
20161015:2155,0.00,0.00,0.00,0.00,10.84,0.92,0
20161015:2255,0.00,0.00,0.00,0.00,10.42,1.00,0
20161015:2355,0.00,0.00,0.00,0.00,10.01,1.08,0
20161016:0055,0.00,0.00,0.00,0.00,9.59,1.16,0
20161016:0155,0.00,0.00,0.00,0.00,9.18,1.14,0
20161016:0255,0.00,0.00,0.00,0.00,8.77,1.11,0
20161016:0355,0.00,0.00,0.00,0.00,8.36,1.09,0
20161016:0455,0.00,0.00,0.00,0.00,8.32,1.12,0
20161016:0555,0.00,5.80,0.00,1.77,8.27,1.14,1
20161016:0655,0.00,57.50,0.00,11.28,8.22,1.17,1
20161016:0755,66.67,114.10,0.00,19.83,10.99,1.43,1
20161016:0855,115.58,152.01,0.00,26.87,13.76,1.69,1
20161016:0955,153.09,175.21,0.00,31.76,16.53,1.94,1
20161016:1055,150.44,185.11,0.00,33.86,18.05,1.53,1
20161016:1155,177.10,154.46,0.00,32.84,19.56,1.12,1
20161016:1255,148.04,141.91,0.00,28.88,21.08,0.70,1
20161016:1355,89.78,124.06,0.00,22.51,20.74,0.57,1
20161016:1455,38.66,71.35,0.00,14.42,20.40,0.45,1
20161016:1555,7.65,20.14,0.00,5.20,20.07,0.32,1
20161016:1655,0.00,0.00,0.00,0.00,18.48,0.70,0
20161016:1755,0.00,0.00,0.00,0.00,16.89,1.08,0
20161016:1855,0.00,0.00,0.00,0.00,15.30,1.46,0
20161016:1955,0.00,0.00,0.00,0.00,14.03,1.58,0
20161016:2055,0.00,0.00,0.00,0.00,12.77,1.69,0
20161016:2155,0.00,0.00,0.00,0.00,11.50,1.81,0
20161016:2255,0.00,0.00,0.00,0.00,11.66,1.89,0
20161016:2355,0.00,0.00,0.00,0.00,11.82,1.98,0
20161017:0055,0.00,0.00,0.00,0.00,11.98,2.07,0
20161017:0155,0.00,0.00,0.00,0.00,11.47,1.80,0
20161017:0255,0.00,0.00,0.00,0.00,10.96,1.54,0
20161017:0355,0.00,0.00,0.00,0.00,10.45,1.27,0
20161017:0455,0.00,0.00,0.00,0.00,10.18,1.21,0
20161017:0555,0.00,4.00,0.00,1.53,9.91,1.15,1
20161017:0655,0.00,53.70,0.00,11.02,9.63,1.09,1
20161017:0755,72.62,106.76,0.00,19.54,11.82,1.31,1
20161017:0855,119.23,139.71,0.00,26.56,14.00,1.53,1
20161017:0955,158.69,157.51,0.00,31.41,16.18,1.75,1
20161017:1055,178.60,167.41,0.00,33.49,16.95,1.47,1
20161017:1155,190.40,138.56,0.00,32.47,17.71,1.19,1
20161017:1255,158.09,140.61,0.00,28.51,18.48,0.91,1
20161017:1355,68.62,166.96,0.00,22.17,17.81,0.96,0
20161017:1455,0.00,48.15,0.00,14.10,17.14,1.00,0
20161017:1555,0.00,12.00,0.00,4.89,16.48,1.05,0
20161017:1655,0.00,0.00,0.00,0.00,15.69,0.98,0
20161017:1755,0.00,0.00,0.00,0.00,14.90,0.91,0
20161017:1855,0.00,0.00,0.00,0.00,14.12,0.84,0
20161017:1955,0.00,0.00,0.00,0.00,13.73,0.80,0
20161017:2055,0.00,0.00,0.00,0.00,13.33,0.76,0
20161017:2155,0.00,0.00,0.00,0.00,12.94,0.72,0
20161017:2255,0.00,0.00,0.00,0.00,12.96,1.01,0
20161017:2355,0.00,0.00,0.00,0.00,12.98,1.31,0
20161018:0055,0.00,0.00,0.00,0.00,13.00,1.60,0
20161018:0155,0.00,0.00,0.00,0.00,12.94,1.52,0
20161018:0255,0.00,0.00,0.00,0.00,12.88,1.44,0
20161018:0355,0.00,0.00,0.00,0.00,12.82,1.37,0
20161018:0455,0.00,0.00,0.00,0.00,12.44,1.41,0
20161018:0555,0.00,0.45,0.00,1.28,12.06,1.46,0
20161018:0655,0.00,67.10,0.00,10.75,11.67,1.50,0
20161018:0755,0.00,75.15,0.00,19.25,12.48,1.59,0
20161018:0855,0.00,33.20,0.00,26.24,13.29,1.67,0
20161018:0955,0.20,147.10,0.00,31.07,14.10,1.75,0
20161018:1055,83.22,264.46,0.00,33.13,14.28,1.89,0
20161018:1155,0.00,124.55,0.00,32.11,14.45,2.02,0
20161018:1255,26.86,209.50,0.00,28.16,14.63,2.15,0
20161018:1355,0.20,99.75,0.00,21.83,14.40,2.11,0
20161018:1455,0.00,6.55,0.00,13.78,14.17,2.06,0
20161018:1555,3.70,22.61,0.00,4.59,13.94,2.01,0
20161018:1655,0.00,0.00,0.00,0.00,13.26,1.70,0
20161018:1755,0.00,0.00,0.00,0.00,12.58,1.39,0
20161018:1855,0.00,0.00,0.00,0.00,11.91,1.08,0
20161018:1955,0.00,0.00,0.00,0.00,11.26,0.98,0
20161018:2055,0.00,0.00,0.00,0.00,10.62,0.88,0
20161018:2155,0.00,0.00,0.00,0.00,9.97,0.79,0
20161018:2255,0.00,0.00,0.00,0.00,9.91,0.99,0
20161018:2355,0.00,0.00,0.00,0.00,9.85,1.20,0
20161019:0055,0.00,0.00,0.00,0.00,9.79,1.41,0
20161019:0155,0.00,0.00,0.00,0.00,9.60,1.57,0
20161019:0255,0.00,0.00,0.00,0.00,9.41,1.74,0
20161019:0355,0.00,0.00,0.00,0.00,9.21,1.90,0
20161019:0455,0.00,0.00,0.00,0.00,9.28,1.77,0
20161019:0555,0.00,1.90,0.00,1.04,9.34,1.65,0
20161019:0655,0.00,29.00,0.00,10.49,9.40,1.52,0
20161019:0755,7.75,122.15,0.00,18.97,10.19,1.84,0
20161019:0855,1.50,140.60,0.00,25.92,10.98,2.17,0
20161019:0955,175.40,222.47,0.00,30.73,11.76,2.50,0
20161019:1055,160.29,248.21,0.00,32.77,11.85,2.34,0
20161019:1155,78.67,254.56,0.00,31.74,11.94,2.19,0
20161019:1255,19.06,200.65,0.00,27.80,12.03,2.04,0
20161019:1355,0.85,109.40,0.00,21.49,11.87,1.92,0
20161019:1455,5.50,81.25,0.00,13.46,11.72,1.79,0
20161019:1555,0.10,12.59,0.00,4.28,11.57,1.67,0
20161019:1655,0.00,0.00,0.00,0.00,11.01,1.74,0
20161019:1755,0.00,0.00,0.00,0.00,10.46,1.81,0
20161019:1855,0.00,0.00,0.00,0.00,9.91,1.88,0
20161019:1955,0.00,0.00,0.00,0.00,9.22,1.80,0
20161019:2055,0.00,0.00,0.00,0.00,8.52,1.73,0
20161019:2155,0.00,0.00,0.00,0.00,7.83,1.66,0
20161019:2255,0.00,0.00,0.00,0.00,7.84,1.66,0
20161019:2355,0.00,0.00,0.00,0.00,7.86,1.66,0
20161020:0055,0.00,0.00,0.00,0.00,7.87,1.66,0
20161020:0155,0.00,0.00,0.00,0.00,7.75,1.40,0
20161020:0255,0.00,0.00,0.00,0.00,7.63,1.14,0
20161020:0355,0.00,0.00,0.00,0.00,7.50,0.88,0
20161020:0455,0.00,0.00,0.00,0.00,7.39,0.88,0
20161020:0555,0.00,0.25,0.00,0.79,7.28,0.87,0
20161020:0655,0.00,65.00,0.00,10.23,7.16,0.87,0
20161020:0755,153.70,109.36,0.00,18.68,7.99,0.92,0
20161020:0855,227.72,149.17,0.00,25.61,8.81,0.97,0
20161020:0955,320.14,152.42,0.00,30.38,9.63,1.02,0
20161020:1055,334.74,167.17,0.00,32.41,10.28,1.36,0
20161020:1155,156.94,240.36,0.00,31.38,10.92,1.70,0
20161020:1255,256.82,154.27,0.00,27.45,11.57,2.04,0
20161020:1355,165.55,130.41,0.00,21.16,11.54,2.04,0
20161020:1455,61.97,89.91,0.00,13.15,11.51,2.04,0
20161020:1555,7.06,20.10,0.00,3.98,11.49,2.04,0
20161020:1655,0.00,0.00,0.00,0.00,10.62,1.91,0
20161020:1755,0.00,0.00,0.00,0.00,9.75,1.78,0
20161020:1855,0.00,0.00,0.00,0.00,8.89,1.66,0
20161020:1955,0.00,0.00,0.00,0.00,8.33,1.54,0
20161020:2055,0.00,0.00,0.00,0.00,7.78,1.43,0
20161020:2155,0.00,0.00,0.00,0.00,7.22,1.32,0
20161020:2255,0.00,0.00,0.00,0.00,7.32,1.15,0
20161020:2355,0.00,0.00,0.00,0.00,7.43,0.98,0
20161021:0055,0.00,0.00,0.00,0.00,7.53,0.81,0
20161021:0155,0.00,0.00,0.00,0.00,7.03,0.89,0
20161021:0255,0.00,0.00,0.00,0.00,6.53,0.97,0
20161021:0355,0.00,0.00,0.00,0.00,6.03,1.05,0
20161021:0455,0.00,0.00,0.00,0.00,6.16,0.91,0
20161021:0555,0.00,0.00,0.00,0.00,6.29,0.78,0
20161021:0655,0.00,66.75,0.00,9.97,6.41,0.65,0
20161021:0755,0.60,90.30,0.00,18.39,7.52,1.05,0
20161021:0855,0.00,97.30,0.00,25.30,8.62,1.46,0
20161021:0955,0.60,154.75,0.00,30.04,9.72,1.86,0
20161021:1055,0.05,146.40,0.00,32.05,10.01,2.08,0
20161021:1155,12.85,214.95,0.00,31.02,10.29,2.29,0
20161021:1255,1.30,147.10,0.00,27.10,10.58,2.51,0
20161021:1355,102.58,152.81,0.00,20.83,10.15,2.32,0
20161021:1455,0.00,39.65,0.00,12.84,9.73,2.12,0
20161021:1555,0.30,12.01,0.00,3.69,9.31,1.93,0
20161021:1655,0.00,0.00,0.00,0.00,8.68,1.59,0
20161021:1755,0.00,0.00,0.00,0.00,8.05,1.25,0
20161021:1855,0.00,0.00,0.00,0.00,7.42,0.91,0
20161021:1955,0.00,0.00,0.00,0.00,7.04,0.81,0
20161021:2055,0.00,0.00,0.00,0.00,6.67,0.72,0
20161021:2155,0.00,0.00,0.00,0.00,6.29,0.62,0
20161021:2255,0.00,0.00,0.00,0.00,6.44,0.82,0
20161021:2355,0.00,0.00,0.00,0.00,6.60,1.02,0
20161022:0055,0.00,0.00,0.00,0.00,6.75,1.21,0
20161022:0155,0.00,0.00,0.00,0.00,5.76,1.44,0
20161022:0255,0.00,0.00,0.00,0.00,4.77,1.66,0
20161022:0355,0.00,0.00,0.00,0.00,3.78,1.89,0
20161022:0455,0.00,0.00,0.00,0.00,3.62,1.85,0
20161022:0555,0.00,0.00,0.00,0.00,3.46,1.82,0
20161022:0655,0.00,62.25,0.00,9.70,3.30,1.78,0
20161022:0755,147.95,107.21,0.00,18.11,5.64,1.78,0
20161022:0855,243.92,135.12,0.00,24.98,7.98,1.78,0
20161022:0955,313.04,150.87,0.00,29.71,10.31,1.78,0
20161022:1055,308.49,173.87,0.00,31.70,11.38,2.00,0
20161022:1155,276.38,179.67,0.00,30.66,12.45,2.23,0
20161022:1255,245.07,152.67,0.00,26.76,13.52,2.46,0
20161022:1355,156.55,127.01,0.00,20.51,13.28,2.06,0
20161022:1455,53.72,86.11,0.00,12.53,13.05,1.66,0
20161022:1555,15.12,13.42,0.00,3.40,12.82,1.26,0
20161022:1655,0.00,0.00,0.00,0.00,11.74,0.99,0
20161022:1755,0.00,0.00,0.00,0.00,10.67,0.72,0
20161022:1855,0.00,0.00,0.00,0.00,9.60,0.46,0
20161022:1955,0.00,0.00,0.00,0.00,8.31,0.88,0
20161022:2055,0.00,0.00,0.00,0.00,7.01,1.31,0
20161022:2155,0.00,0.00,0.00,0.00,5.72,1.74,0
20161022:2255,0.00,0.00,0.00,0.00,5.70,1.79,0
20161022:2355,0.00,0.00,0.00,0.00,5.69,1.84,0
20161023:0055,0.00,0.00,0.00,0.00,5.67,1.89,0
20161023:0155,0.00,0.00,0.00,0.00,5.99,2.28,0
20161023:0255,0.00,0.00,0.00,0.00,6.30,2.66,0
20161023:0355,0.00,0.00,0.00,0.00,6.61,3.05,0
20161023:0455,0.00,0.00,0.00,0.00,7.23,3.22,0
20161023:0555,0.00,0.00,0.00,0.00,7.85,3.39,0
20161023:0655,0.00,62.50,0.00,9.44,8.47,3.56,0
20161023:0755,38.01,135.15,0.00,17.82,9.74,3.96,0
20161023:0855,210.52,145.87,0.00,24.67,11.01,4.36,0
20161023:0955,76.72,236.41,0.00,29.37,12.28,4.76,0
20161023:1055,4.65,189.90,0.00,31.35,12.97,4.66,0
20161023:1155,0.00,27.20,0.00,30.31,13.66,4.57,0
20161023:1255,3.90,156.95,0.00,26.42,14.36,4.47,0
20161023:1355,20.31,144.00,0.00,20.18,13.54,4.09,0
20161023:1455,0.00,41.20,0.00,12.23,12.72,3.71,0
20161023:1555,0.95,12.00,0.00,3.11,11.91,3.34,0
20161023:1655,0.00,0.00,0.00,0.00,11.25,3.60,0
20161023:1755,0.00,0.00,0.00,0.00,10.59,3.87,0
20161023:1855,0.00,0.00,0.00,0.00,9.94,4.14,0
20161023:1955,0.00,0.00,0.00,0.00,9.91,4.06,0
20161023:2055,0.00,0.00,0.00,0.00,9.89,3.99,0
20161023:2155,0.00,0.00,0.00,0.00,9.86,3.92,0
20161023:2255,0.00,0.00,0.00,0.00,10.24,3.81,0
20161023:2355,0.00,0.00,0.00,0.00,10.62,3.71,0
20161024:0055,0.00,0.00,0.00,0.00,10.99,3.60,0
20161024:0155,0.00,0.00,0.00,0.00,11.05,3.66,0
20161024:0255,0.00,0.00,0.00,0.00,11.11,3.72,0
20161024:0355,0.00,0.00,0.00,0.00,11.16,3.78,0
20161024:0455,0.00,0.00,0.00,0.00,11.28,3.77,0
20161024:0555,0.00,0.00,0.00,0.00,11.40,3.77,0
20161024:0655,0.00,59.45,0.00,9.18,11.52,3.77,0
20161024:0755,6.45,109.45,0.00,17.54,13.06,4.17,0
20161024:0855,9.45,160.90,0.00,24.36,14.60,4.57,0
20161024:0955,229.12,179.72,0.00,29.03,16.14,4.98,0
20161024:1055,111.93,241.96,0.00,31.00,17.23,4.96,0
20161024:1155,301.74,149.87,0.00,29.96,18.32,4.94,0
20161024:1255,0.05,115.20,0.00,26.08,19.42,4.92,0
20161024:1355,16.01,137.90,0.00,19.87,18.90,4.50,0
20161024:1455,46.37,79.66,0.00,11.93,18.38,4.08,0
20161024:1555,0.75,10.48,0.00,2.83,17.87,3.66,0
20161024:1655,0.00,0.00,0.00,0.00,17.04,3.57,0
20161024:1755,0.00,0.00,0.00,0.00,16.22,3.49,0
20161024:1855,0.00,0.00,0.00,0.00,15.40,3.41,0
20161024:1955,0.00,0.00,0.00,0.00,14.93,3.46,0
20161024:2055,0.00,0.00,0.00,0.00,14.47,3.51,0
20161024:2155,0.00,0.00,0.00,0.00,14.00,3.56,0
20161024:2255,0.00,0.00,0.00,0.00,14.17,3.55,0
20161024:2355,0.00,0.00,0.00,0.00,14.35,3.54,0
20161025:0055,0.00,0.00,0.00,0.00,14.52,3.53,0
20161025:0155,0.00,0.00,0.00,0.00,14.10,2.97,0
20161025:0255,0.00,0.00,0.00,0.00,13.68,2.42,0
20161025:0355,0.00,0.00,0.00,0.00,13.25,1.86,0
20161025:0455,0.00,0.00,0.00,0.00,13.12,1.80,0
20161025:0555,0.00,0.00,0.00,0.00,12.98,1.74,0
20161025:0655,0.00,3.75,0.00,8.92,12.84,1.68,0
20161025:0755,0.00,8.95,0.00,17.25,13.45,1.70,0
20161025:0855,0.00,59.95,0.00,24.05,14.06,1.72,0
20161025:0955,0.00,103.70,0.00,28.70,14.66,1.74,0
20161025:1055,0.00,80.85,0.00,30.65,15.05,1.65,0
20161025:1155,0.00,65.65,0.00,29.62,15.44,1.55,0
20161025:1255,0.00,50.55,0.00,25.75,15.83,1.46,0
20161025:1355,0.00,10.60,0.00,19.55,15.67,1.37,0
20161025:1455,0.00,5.10,0.00,11.63,15.51,1.28,0
20161025:1555,0.05,6.00,0.00,2.55,15.36,1.19,0
20161025:1655,0.00,0.00,0.00,0.00,15.10,1.19,0
20161025:1755,0.00,0.00,0.00,0.00,14.84,1.19,0
20161025:1855,0.00,0.00,0.00,0.00,14.58,1.19,0
20161025:1955,0.00,0.00,0.00,0.00,14.17,1.23,0
20161025:2055,0.00,0.00,0.00,0.00,13.76,1.27,0
20161025:2155,0.00,0.00,0.00,0.00,13.35,1.31,0
20161025:2255,0.00,0.00,0.00,0.00,13.44,1.32,0
20161025:2355,0.00,0.00,0.00,0.00,13.54,1.34,0
20161026:0055,0.00,0.00,0.00,0.00,13.63,1.35,0
20161026:0155,0.00,0.00,0.00,0.00,13.31,1.13,0
20161026:0255,0.00,0.00,0.00,0.00,12.99,0.91,0
20161026:0355,0.00,0.00,0.00,0.00,12.66,0.69,0
20161026:0455,0.00,0.00,0.00,0.00,12.62,0.66,0
20161026:0555,0.00,0.00,0.00,0.00,12.58,0.63,0
20161026:0655,0.00,0.00,0.00,0.00,12.53,0.61,0
20161026:0755,0.00,8.75,0.00,16.97,13.31,0.86,0
20161026:0855,0.00,93.40,0.00,23.74,14.09,1.11,0
20161026:0955,0.00,102.70,0.00,28.37,14.87,1.37,0
20161026:1055,0.15,140.45,0.00,30.31,15.18,1.38,0
20161026:1155,26.76,216.05,0.00,29.27,15.49,1.39,0
20161026:1255,25.61,186.80,0.00,25.42,15.80,1.41,0
20161026:1355,0.05,79.80,0.00,19.24,15.46,1.77,0
20161026:1455,0.10,42.50,0.00,11.34,15.13,2.14,0
20161026:1555,0.00,5.30,0.00,2.27,14.80,2.51,0
20161026:1655,0.00,0.00,0.00,0.00,14.06,2.44,0
20161026:1755,0.00,0.00,0.00,0.00,13.32,2.37,0
20161026:1855,0.00,0.00,0.00,0.00,12.59,2.30,0
20161026:1955,0.00,0.00,0.00,0.00,12.03,2.21,0
20161026:2055,0.00,0.00,0.00,0.00,11.47,2.11,0
20161026:2155,0.00,0.00,0.00,0.00,10.91,2.01,0
20161026:2255,0.00,0.00,0.00,0.00,10.93,1.98,0
20161026:2355,0.00,0.00,0.00,0.00,10.96,1.94,0
20161027:0055,0.00,0.00,0.00,0.00,10.98,1.90,0
20161027:0155,0.00,0.00,0.00,0.00,10.77,1.79,0
20161027:0255,0.00,0.00,0.00,0.00,10.56,1.68,0
20161027:0355,0.00,0.00,0.00,0.00,10.35,1.57,0
20161027:0455,0.00,0.00,0.00,0.00,10.14,1.43,0
20161027:0555,0.00,0.00,0.00,0.00,9.93,1.28,0
20161027:0655,0.00,53.75,0.00,8.39,9.72,1.13,0
20161027:0755,0.00,40.60,0.00,16.69,10.30,1.11,0
20161027:0855,5.20,146.85,0.00,23.43,10.88,1.09,0
20161027:0955,26.16,211.95,0.00,28.04,11.45,1.06,0
20161027:1055,104.63,239.51,0.00,29.97,12.10,1.28,0
20161027:1155,296.09,148.07,0.00,28.93,12.75,1.49,0
20161027:1255,240.28,135.02,0.00,25.10,13.40,1.71,0
20161027:1355,155.26,110.41,0.00,18.94,13.28,1.73,0
20161027:1455,44.27,74.86,0.00,11.06,13.16,1.75,0
20161027:1555,0.00,7.30,0.00,2.00,13.05,1.77,0
20161027:1655,0.00,0.00,0.00,0.00,12.09,1.55,0
20161027:1755,0.00,0.00,0.00,0.00,11.13,1.34,0
20161027:1855,0.00,0.00,0.00,0.00,10.17,1.13,0
20161027:1955,0.00,0.00,0.00,0.00,9.43,1.12,0
20161027:2055,0.00,0.00,0.00,0.00,8.69,1.10,0
20161027:2155,0.00,0.00,0.00,0.00,7.95,1.09,0
20161027:2255,0.00,0.00,0.00,0.00,7.67,1.12,0
20161027:2355,0.00,0.00,0.00,0.00,7.39,1.15,0
20161028:0055,0.00,0.00,0.00,0.00,7.10,1.19,0
20161028:0155,0.00,0.00,0.00,0.00,6.66,1.06,0
20161028:0255,0.00,0.00,0.00,0.00,6.22,0.94,0
20161028:0355,0.00,0.00,0.00,0.00,5.78,0.81,0
20161028:0455,0.00,0.00,0.00,0.00,5.48,0.83,0
20161028:0555,0.00,0.00,0.00,0.00,5.18,0.85,0
20161028:0655,0.00,52.20,0.00,8.13,4.88,0.87,0
20161028:0755,125.90,99.56,0.00,16.40,7.75,0.90,0
20161028:0855,217.42,128.62,0.00,23.13,10.62,0.93,0
20161028:0955,283.84,144.97,0.00,27.72,13.48,0.97,0
20161028:1055,312.55,151.12,0.00,29.63,14.91,1.12,0
20161028:1155,297.04,147.82,0.00,28.60,16.34,1.28,0
20161028:1255,217.57,147.02,0.00,24.77,17.77,1.43,0
20161028:1355,154.06,109.56,0.00,18.64,16.96,1.29,0
20161028:1455,59.28,68.46,0.00,10.77,16.15,1.14,0
20161028:1555,0.00,0.65,0.00,1.74,15.34,0.99,0
20161028:1655,0.00,0.00,0.00,0.00,14.38,0.73,0
20161028:1755,0.00,0.00,0.00,0.00,13.43,0.46,0
20161028:1855,0.00,0.00,0.00,0.00,12.48,0.19,0
20161028:1955,0.00,0.00,0.00,0.00,11.01,0.22,0
20161028:2055,0.00,0.00,0.00,0.00,9.55,0.25,0
20161028:2155,0.00,0.00,0.00,0.00,8.08,0.28,0
20161028:2255,0.00,0.00,0.00,0.00,7.78,0.35,0
20161028:2355,0.00,0.00,0.00,0.00,7.49,0.43,0
20161029:0055,0.00,0.00,0.00,0.00,7.19,0.51,0
20161029:0155,0.00,0.00,0.00,0.00,7.09,0.46,0
20161029:0255,0.00,0.00,0.00,0.00,6.99,0.42,0
20161029:0355,0.00,0.00,0.00,0.00,6.88,0.37,0
20161029:0455,0.00,0.00,0.00,0.00,6.84,0.43,0
20161029:0555,0.00,0.00,0.00,0.00,6.80,0.49,0
20161029:0655,0.00,49.70,0.00,7.87,6.75,0.55,0
20161029:0755,34.96,118.80,0.00,16.12,8.92,0.44,0
20161029:0855,94.28,171.76,0.00,22.83,11.08,0.33,0
20161029:0955,96.98,213.71,0.00,27.39,13.24,0.22,0
20161029:1055,296.79,148.72,0.00,29.30,14.19,0.79,0
20161029:1155,281.69,145.37,0.00,28.27,15.14,1.36,0
20161029:1255,226.98,132.17,0.00,24.46,16.09,1.93,0
20161029:1355,143.75,107.16,0.00,18.34,15.46,1.98,0
20161029:1455,52.83,65.91,0.00,10.50,14.83,2.02,0
20161029:1555,0.00,3.90,0.00,1.48,14.21,2.07,0
20161029:1655,0.00,0.00,0.00,0.00,12.80,1.95,0
20161029:1755,0.00,0.00,0.00,0.00,11.39,1.83,0
20161029:1855,0.00,0.00,0.00,0.00,9.99,1.71,0
20161029:1955,0.00,0.00,0.00,0.00,9.28,1.52,0
20161029:2055,0.00,0.00,0.00,0.00,8.56,1.32,0
20161029:2155,0.00,0.00,0.00,0.00,7.85,1.13,0
20161029:2255,0.00,0.00,0.00,0.00,7.75,1.14,0
20161029:2355,0.00,0.00,0.00,0.00,7.65,1.16,0
20161030:0055,0.00,0.00,0.00,0.00,7.55,1.17,0
20161030:0155,0.00,0.00,0.00,0.00,7.69,1.09,0
20161030:0255,0.00,0.00,0.00,0.00,7.83,1.01,0
20161030:0355,0.00,0.00,0.00,0.00,7.96,0.92,0
20161030:0455,0.00,0.00,0.00,0.00,7.66,0.95,0
20161030:0555,0.00,0.00,0.00,0.00,7.36,0.98,0
20161030:0655,0.00,48.65,0.00,7.61,7.06,1.01,0
20161030:0755,116.70,96.46,0.00,15.84,9.22,1.18,0
20161030:0855,205.77,125.97,0.00,22.52,11.37,1.36,0
20161030:0955,270.84,142.42,0.00,27.07,13.52,1.53,0
20161030:1055,297.99,148.52,0.00,28.97,14.86,1.48,0
20161030:1155,282.74,145.17,0.00,27.94,16.20,1.43,0
20161030:1255,227.58,131.87,0.00,24.14,17.55,1.38,0
20161030:1355,144.21,106.66,0.00,18.05,16.69,1.46,0
20161030:1455,52.58,64.86,0.00,10.23,15.84,1.54,0
20161030:1555,0.00,2.75,0.00,1.22,14.99,1.63,0
20161030:1655,0.00,0.00,0.00,0.00,13.32,1.82,0
20161030:1755,0.00,0.00,0.00,0.00,11.65,2.01,0
20161030:1855,0.00,0.00,0.00,0.00,9.98,2.21,0
20161030:1955,0.00,0.00,0.00,0.00,9.09,2.00,0
20161030:2055,0.00,0.00,0.00,0.00,8.19,1.80,0
20161030:2155,0.00,0.00,0.00,0.00,7.30,1.60,0
20161030:2255,0.00,0.00,0.00,0.00,6.99,1.41,0
20161030:2355,0.00,0.00,0.00,0.00,6.69,1.22,0
20161031:0055,0.00,0.00,0.00,0.00,6.38,1.03,0
20161031:0155,0.00,0.00,0.00,0.00,6.19,1.04,0
20161031:0255,0.00,0.00,0.00,0.00,6.00,1.04,0
20161031:0355,0.00,0.00,0.00,0.00,5.80,1.05,0
20161031:0455,0.00,0.00,0.00,0.00,5.51,1.12,0
20161031:0555,0.00,0.00,0.00,0.00,5.22,1.19,0
20161031:0655,0.00,46.70,0.00,7.36,4.93,1.26,0
20161031:0755,85.64,105.96,0.00,15.57,7.69,1.49,0
20161031:0855,102.24,166.81,0.00,22.22,10.45,1.72,0
20161031:0955,60.02,213.86,0.00,26.75,13.20,1.96,0
20161031:1055,29.46,218.30,0.00,28.64,14.69,1.39,0
20161031:1155,31.86,212.00,0.00,27.62,16.17,0.83,0
20161031:1255,9.15,159.00,0.00,23.84,17.66,0.26,0
20161031:1355,12.05,120.90,0.00,17.76,16.99,0.28,0
20161031:1455,48.28,62.76,0.00,9.96,16.33,0.30,0
20161031:1555,0.00,0.30,0.00,0.97,15.67,0.32,0
20161031:1655,0.00,0.00,0.00,0.00,14.04,0.59,0
20161031:1755,0.00,0.00,0.00,0.00,12.42,0.87,0
20161031:1855,0.00,0.00,0.00,0.00,10.80,1.14,0
20161031:1955,0.00,0.00,0.00,0.00,9.71,1.14,0
20161031:2055,0.00,0.00,0.00,0.00,8.62,1.14,0
20161031:2155,0.00,0.00,0.00,0.00,7.53,1.13,0
20161031:2255,0.00,0.00,0.00,0.00,7.21,1.18,0
20161031:2355,0.00,0.00,0.00,0.00,6.89,1.23,0
20161101:0055,0.00,0.00,0.00,0.00,6.56,1.28,0
20161101:0155,0.00,0.00,0.00,0.00,6.79,1.29,0
20161101:0255,0.00,0.00,0.00,0.00,7.03,1.30,0
20161101:0355,0.00,0.00,0.00,0.00,7.26,1.31,0
20161101:0455,0.00,0.00,0.00,0.00,7.05,1.32,0
20161101:0555,0.00,0.00,0.00,0.00,6.85,1.33,0
20161101:0655,0.00,45.30,0.00,7.10,6.64,1.34,0
20161101:0755,108.20,94.21,0.00,15.29,9.28,1.61,0
20161101:0855,195.07,124.37,0.00,21.93,11.93,1.88,0
20161101:0955,258.84,141.27,0.00,26.44,14.57,2.15,0
20161101:1055,286.34,147.67,0.00,28.32,16.33,1.87,0
20161101:1155,271.29,144.17,0.00,27.30,18.08,1.58,0
20161101:1255,217.03,130.47,0.00,23.53,19.84,1.30,0
20161101:1355,134.60,104.46,0.00,17.47,19.00,1.37,0
20161101:1455,36.87,64.31,0.00,9.69,18.17,1.45,0
20161101:1555,0.00,0.65,0.00,0.72,17.33,1.53,0
20161101:1655,0.00,0.00,0.00,0.00,15.41,1.77,0
20161101:1755,0.00,0.00,0.00,0.00,13.50,2.02,0
20161101:1855,0.00,0.00,0.00,0.00,11.58,2.26,0
20161101:1955,0.00,0.00,0.00,0.00,10.54,2.16,0
20161101:2055,0.00,0.00,0.00,0.00,9.50,2.05,0
20161101:2155,0.00,0.00,0.00,0.00,8.45,1.94,0
20161101:2255,0.00,0.00,0.00,0.00,8.19,1.93,0
20161101:2355,0.00,0.00,0.00,0.00,7.93,1.92,0
